Report_ID,Animal_Type,Breed,Age,Gender,Health_Status,Location,Reported_Date,Rescue_Status
353,Dog,German Shepherd,1,Male,Healthy,Colombo,2026-01-17,Rescued
354,Cat,British Shorthair,5,Female,Sick,Kurunegala,2026-06-25,Pending
355,Cat,Siamese,6,Female,Healthy,Batticaloa,2026-05-27,Under Treatment
356,Cat,Domestic Short Hair,1,Female,Healthy,Kandy,2026-01-27,Under Treatment
357,Dog,Labrador,6,Male,Healthy,Colombo,2026-06-03,Pending
358,Dog,German Shepherd,15,Female,Sick,Kurunegala,2026-06-20,Pending
359,Dog,Golden Retriever,7,Female,Healthy,Batticaloa,2026-04-11,Released
360,Dog,Husky,8,Male,Sick,Kandy,2026-02-27,Rescued
361,Cat,Siamese,5,Male,Injured,Negombo,2026-01-30,Under Treatment
362,Dog,German Shepherd,7,Female,Injured,Ratnapura,2026-05-07,Rescued
363,Cat,British Shorthair,15,Female,Injured,Galle,2026-03-08,Pending
364,Cat,Mixed Breed,15,Male,Sick,Colombo,2026-05-10,Pending
365,Cat,Mixed Breed,3,Female,Injured,Colombo,2026-06-07,Under Treatment
366,Cat,Mixed Breed,7,Male,Sick,Kandy,2026-04-03,Under Treatment
367,Dog,Rottweiler,5,Male,Injured,Batticaloa,2026-06-07,Pending
368,Dog,Mixed Breed,10,Female,Critical,Ratnapura,2026-05-07,Released
369,Dog,Husky,5,Female,Sick,Matara,2026-04-17,Under Treatment
370,Dog,Rottweiler,8,Female,Injured,Colombo,2026-02-10,Pending
371,Dog,Golden Retriever,4,Female,Healthy,Jaffna,2026-03-26,Rescued
372,Cat,Siamese,14,Male,Healthy,Ratnapura,2026-04-19,Released
373,Dog,Mixed Breed,4,Female,Injured,Anuradhapura,2026-01-12,Pending
374,Dog,Golden Retriever,13,Female,Healthy,Negombo,2026-02-10,Rescued
375,Dog,Labrador,4,Female,Healthy,Negombo,2026-02-03,Under Treatment
376,Cat,Mixed Breed,10,Female,Healthy,Anuradhapura,2026-02-14,Pending
377,Dog,Beagle,9,Male,Sick,Kurunegala,2026-03-24,Released
378,Cat,British Shorthair,12,Male,Healthy,Ratnapura,2026-01-15,Pending
379,Dog,German Shepherd,15,Female,Critical,Jaffna,2026-03-15,Pending
380,Cat,Persian,6,Female,Healthy,Batticaloa,2026-03-18,Pending
381,Dog,Rottweiler,1,Female,Sick,Matara,2026-03-24,Under Treatment
382,Dog,Labrador,1,Male,Sick,Kurunegala,2026-04-30,Under Treatment
383,Dog,Labrador,5,Female,Healthy,Kandy,2026-01-11,Released
384,Cat,Siamese,1,Female,Injured,Kandy,2026-02-06,Rescued
385,Dog,German Shepherd,9,Male,Sick,Kandy,2026-06-23,Pending
386,Cat,Persian,7,Male,Critical,Jaffna,2026-05-13,Under Treatment
387,Cat,Siamese,8,Male,Injured,Kandy,2026-03-11,Pending
388,Cat,British Shorthair,4,Female,Healthy,Kandy,2026-03-11,Pending
389,Dog,German Shepherd,12,Male,Critical,Colombo,2026-06-19,Released
390,Dog,Golden Retriever,9,Female,Sick,Kurunegala,2026-05-03,Released
391,Cat,Domestic Short Hair,1,Male,Sick,Ratnapura,2026-06-03,Under Treatment
392,Dog,Mixed Breed,12,Male,Sick,Anuradhapura,2026-06-01,Rescued
393,Cat,British Shorthair,3,Female,Healthy,Negombo,2026-04-17,Rescued
394,Cat,Siamese,9,Female,Critical,Ratnapura,2026-04-03,Under Treatment
395,Cat,British Shorthair,6,Female,Injured,Galle,2026-03-04,Rescued
396,Dog,Labrador,10,Female,Critical,Kandy,2026-04-29,Released
397,Dog,Rottweiler,1,Male,Healthy,Kurunegala,2026-04-06,Rescued
398,Cat,Domestic Short Hair,5,Female,Injured,Batticaloa,2026-03-01,Released
399,Cat,Domestic Short Hair,5,Female,Injured,Galle,2026-05-09,Released
400,Dog,Beagle,3,Female,Healthy,Batticaloa,2026-04-01,Under Treatment
401,Cat,Mixed Breed,11,Male,Critical,Kurunegala,2026-04-15,Pending
402,Dog,Husky,3,Female,Healthy,Anuradhapura,2026-06-23,Pending
403,Dog,Labrador,7,Female,Critical,Jaffna,2026-05-24,Under Treatment
404,Dog,German Shepherd,10,Male,Injured,Negombo,2026-05-02,Rescued
405,Dog,Golden Retriever,4,Female,Injured,Kandy,2026-03-12,Released
406,Dog,Mixed Breed,1,Male,Healthy,Batticaloa,2026-01-21,Under Treatment
407,Dog,Beagle,9,Male,Critical,Galle,2026-03-25,Rescued
408,Dog,Rottweiler,5,Male,Injured,Matara,2026-01-15,Released
409,Cat,Mixed Breed,8,Female,Critical,Kandy,2026-02-04,Rescued
410,Cat,Domestic Short Hair,6,Female,Injured,Matara,2026-06-13,Under Treatment
411,Cat,Persian,10,Female,Critical,Matara,2026-05-03,Under Treatment
412,Cat,British Shorthair,10,Female,Critical,Kurunegala,2026-01-30,Under Treatment
413,Dog,Golden Retriever,10,Male,Injured,Kurunegala,2026-04-01,Rescued
414,Dog,Rottweiler,13,Male,Sick,Anuradhapura,2026-03-29,Under Treatment
415,Cat,Siamese,2,Female,Injured,Anuradhapura,2026-05-24,Rescued
416,Dog,Rottweiler,7,Female,Sick,Matara,2026-02-16,Pending
417,Cat,Domestic Short Hair,12,Male,Critical,Matara,2026-01-28,Rescued
418,Dog,Beagle,11,Female,Critical,Anuradhapura,2026-06-19,Released
419,Dog,German Shepherd,12,Female,Sick,Kandy,2026-03-14,Released
420,Dog,Husky,6,Female,Healthy,Kandy,2026-03-06,Pending
421,Cat,Mixed Breed,3,Female,Healthy,Anuradhapura,2026-02-01,Released
422,Dog,German Shepherd,8,Male,Sick,Negombo,2026-01-03,Rescued
423,Dog,Husky,7,Male,Sick,Jaffna,2026-05-24,Under Treatment
424,Cat,Mixed Breed,13,Male,Sick,Jaffna,2026-05-29,Under Treatment
425,Cat,British Shorthair,2,Male,Injured,Kurunegala,2026-04-05,Rescued
426,Dog,Labrador,7,Male,Healthy,Jaffna,2026-03-22,Pending
427,Cat,Domestic Short Hair,9,Female,Sick,Anuradhapura,2026-02-22,Pending
428,Cat,Domestic Short Hair,6,Male,Critical,Kandy,2026-01-31,Pending
429,Cat,Persian,9,Male,Critical,Batticaloa,2026-03-11,Under Treatment
430,Dog,Mixed Breed,14,Male,Critical,Jaffna,2026-04-25,Pending
431,Cat,Siamese,8,Male,Sick,Jaffna,2026-04-09,Under Treatment
432,Cat,British Shorthair,9,Male,Injured,Batticaloa,2026-02-13,Under Treatment
433,Dog,Labrador,14,Male,Sick,Jaffna,2026-01-31,Rescued
434,Cat,British Shorthair,14,Female,Sick,Ratnapura,2026-05-09,Rescued
435,Dog,German Shepherd,9,Male,Healthy,Jaffna,2026-04-01,Rescued
436,Dog,Mixed Breed,12,Male,Sick,Jaffna,2026-06-08,Released
437,Dog,Golden Retriever,14,Male,Healthy,Anuradhapura,2026-05-17,Released
438,Dog,Labrador,8,Male,Injured,Galle,2026-02-19,Under Treatment
439,Cat,Siamese,8,Male,Injured,Kandy,2026-04-04,Rescued
440,Dog,Golden Retriever,6,Male,Sick,Galle,2026-03-24,Pending
441,Dog,German Shepherd,12,Female,Injured,Ratnapura,2026-02-07,Released
442,Dog,Rottweiler,8,Female,Sick,Jaffna,2026-05-22,Rescued
443,Dog,Husky,2,Male,Healthy,Matara,2026-05-15,Under Treatment
444,Dog,Mixed Breed,3,Female,Healthy,Kurunegala,2026-06-01,Under Treatment
445,Cat,Siamese,7,Male,Critical,Galle,2026-02-01,Pending
446,Dog,German Shepherd,11,Male,Critical,Matara,2026-01-03,Under Treatment
447,Cat,Mixed Breed,4,Female,Critical,Kurunegala,2026-05-17,Rescued
448,Cat,British Shorthair,10,Female,Healthy,Kandy,2026-01-10,Rescued
449,Dog,Mixed Breed,6,Female,Healthy,Colombo,2026-06-11,Pending
450,Dog,German Shepherd,12,Female,Healthy,Jaffna,2026-04-30,Rescued
451,Dog,Beagle,13,Male,Critical,Batticaloa,2026-06-29,Rescued
452,Cat,Domestic Short Hair,8,Male,Sick,Kurunegala,2026-05-02,Released
453,Dog,Labrador,3,Female,Sick,Negombo,2026-06-25,Released
454,Dog,Mixed Breed,9,Female,Healthy,Colombo,2026-05-06,Rescued
455,Dog,Golden Retriever,13,Male,Injured,Batticaloa,2026-03-27,Pending
456,Cat,Mixed Breed,11,Male,Injured,Galle,2026-02-21,Released
457,Dog,Beagle,11,Female,Critical,Galle,2026-03-10,Pending
458,Cat,Domestic Short Hair,10,Female,Sick,Galle,2026-05-27,Pending
459,Dog,Beagle,7,Female,Healthy,Kandy,2026-04-30,Released
460,Cat,Siamese,15,Female,Healthy,Negombo,2026-03-31,Rescued
461,Dog,Mixed Breed,1,Female,Injured,Kandy,2026-02-13,Rescued
462,Dog,Golden Retriever,7,Female,Critical,Anuradhapura,2026-03-06,Released
463,Dog,Beagle,9,Female,Healthy,Anuradhapura,2026-04-20,Pending
464,Cat,British Shorthair,10,Male,Critical,Galle,2026-01-07,Rescued
465,Cat,Persian,1,Male,Injured,Colombo,2026-06-29,Released
466,Dog,Rottweiler,2,Female,Injured,Matara,2026-05-07,Under Treatment
467,Cat,British Shorthair,15,Female,Critical,Matara,2026-05-01,Under Treatment
468,Dog,Labrador,8,Male,Critical,Matara,2026-02-16,Under Treatment
469,Dog,Beagle,14,Female,Healthy,Kurunegala,2026-06-29,Released
470,Cat,Domestic Short Hair,6,Male,Critical,Ratnapura,2026-04-04,Pending
471,Cat,Mixed Breed,7,Male,Healthy,Kandy,2026-05-01,Rescued
472,Cat,Persian,15,Female,Injured,Galle,2026-04-17,Rescued
473,Dog,Labrador,13,Male,Injured,Colombo,2026-01-31,Under Treatment
474,Cat,Persian,1,Male,Critical,Kurunegala,2026-03-10,Under Treatment
475,Cat,Domestic Short Hair,13,Female,Sick,Negombo,2026-02-06,Under Treatment
476,Cat,Domestic Short Hair,4,Female,Injured,Kurunegala,2026-01-16,Rescued
477,Cat,Mixed Breed,10,Male,Critical,Colombo,2026-06-27,Under Treatment
478,Dog,Labrador,4,Male,Injured,Kandy,2026-03-23,Under Treatment
479,Cat,Domestic Short Hair,3,Male,Healthy,Ratnapura,2026-05-20,Released
480,Cat,Siamese,15,Male,Sick,Ratnapura,2026-05-11,Released
481,Cat,Siamese,9,Male,Critical,Colombo,2026-01-30,Pending
482,Dog,Mixed Breed,9,Female,Healthy,Matara,2026-02-23,Pending
483,Dog,Mixed Breed,5,Male,Sick,Galle,2026-06-03,Released
484,Cat,Mixed Breed,9,Male,Critical,Negombo,2026-03-04,Rescued
485,Cat,British Shorthair,14,Female,Healthy,Matara,2026-02-25,Under Treatment
486,Dog,Mixed Breed,11,Male,Healthy,Colombo,2026-06-19,Pending
487,Dog,Husky,14,Male,Healthy,Kurunegala,2026-04-15,Under Treatment
488,Cat,British Shorthair,13,Male,Injured,Galle,2026-06-12,Pending
489,Dog,Rottweiler,3,Female,Sick,Kandy,2026-03-21,Under Treatment
490,Cat,Siamese,9,Female,Healthy,Galle,2026-03-09,Released
491,Dog,German Shepherd,4,Male,Injured,Jaffna,2026-01-12,Released
492,Dog,Labrador,1,Female,Injured,Matara,2026-05-14,Released
493,Dog,Golden Retriever,12,Male,Sick,Jaffna,2026-05-23,Released
494,Dog,Rottweiler,15,Female,Healthy,Galle,2026-03-04,Under Treatment
495,Cat,Siamese,2,Male,Healthy,Anuradhapura,2026-04-01,Rescued
496,Dog,German Shepherd,5,Female,Injured,Ratnapura,2026-05-25,Released
497,Cat,British Shorthair,9,Female,Critical,Colombo,2026-01-17,Pending
498,Cat,Persian,8,Male,Injured,Batticaloa,2026-04-03,Released
499,Dog,Beagle,12,Male,Sick,Galle,2026-06-25,Rescued
500,Cat,British Shorthair,6,Female,Critical,Kurunegala,2026-04-07,Under Treatment
501,Cat,British Shorthair,6,Female,Injured,Matara,2026-05-28,Under Treatment
502,Dog,Rottweiler,12,Male,Sick,Kurunegala,2026-06-05,Under Treatment
503,Dog,Golden Retriever,11,Male,Critical,Galle,2026-03-12,Under Treatment
504,Dog,Husky,6,Female,Injured,Batticaloa,2026-02-03,Rescued
505,Dog,Husky,5,Male,Sick,Galle,2026-01-19,Under Treatment
506,Cat,Domestic Short Hair,4,Female,Injured,Galle,2026-02-02,Rescued
507,Cat,Persian,1,Female,Sick,Galle,2026-01-08,Released
508,Dog,Rottweiler,12,Female,Sick,Matara,2026-05-28,Released
509,Cat,British Shorthair,11,Female,Critical,Batticaloa,2026-06-26,Rescued
510,Dog,Golden Retriever,9,Male,Healthy,Negombo,2026-01-01,Pending
511,Cat,Mixed Breed,12,Male,Injured,Anuradhapura,2026-05-10,Under Treatment
512,Dog,Beagle,10,Female,Sick,Kurunegala,2026-01-26,Rescued
513,Dog,Rottweiler,12,Female,Healthy,Kurunegala,2026-03-26,Rescued
514,Dog,Mixed Breed,11,Male,Sick,Ratnapura,2026-04-11,Pending
515,Dog,Rottweiler,13,Female,Healthy,Matara,2026-06-17,Pending
516,Dog,Mixed Breed,15,Female,Injured,Matara,2026-01-29,Under Treatment
517,Dog,Beagle,11,Female,Injured,Galle,2026-02-08,Rescued
518,Dog,Beagle,5,Male,Sick,Anuradhapura,2026-05-31,Released
519,Cat,British Shorthair,10,Female,Sick,Kandy,2026-03-30,Rescued
520,Dog,Golden Retriever,1,Female,Injured,Kurunegala,2026-01-09,Released
521,Cat,Siamese,8,Male,Injured,Negombo,2026-06-28,Released
522,Cat,Mixed Breed,14,Female,Critical,Matara,2026-05-05,Under Treatment
523,Dog,Labrador,2,Female,Injured,Ratnapura,2026-04-19,Rescued
524,Cat,Siamese,10,Male,Healthy,Kurunegala,2026-01-07,Under Treatment
525,Cat,Domestic Short Hair,9,Male,Critical,Matara,2026-05-16,Pending
526,Dog,Husky,9,Male,Sick,Negombo,2026-06-10,Released
527,Dog,Labrador,9,Male,Healthy,Kurunegala,2026-03-08,Released
528,Dog,Golden Retriever,8,Male,Healthy,Ratnapura,2026-06-12,Released
529,Cat,Siamese,11,Male,Critical,Kandy,2026-05-24,Under Treatment
530,Cat,Siamese,13,Female,Healthy,Jaffna,2026-02-19,Rescued
531,Dog,German Shepherd,6,Male,Critical,Colombo,2026-02-27,Released
532,Dog,Husky,7,Male,Healthy,Ratnapura,2026-05-22,Rescued
533,Dog,Golden Retriever,10,Male,Sick,Matara,2026-02-03,Under Treatment
534,Cat,Siamese,9,Female,Critical,Ratnapura,2026-03-13,Under Treatment
535,Cat,Domestic Short Hair,1,Male,Healthy,Anuradhapura,2026-03-10,Released
536,Cat,Siamese,6,Female,Critical,Galle,2026-05-13,Rescued
537,Dog,Rottweiler,6,Male,Sick,Batticaloa,2026-04-21,Rescued
538,Cat,Mixed Breed,9,Female,Healthy,Ratnapura,2026-05-31,Released
539,Dog,Rottweiler,4,Female,Healthy,Anuradhapura,2026-04-12,Released
540,Cat,British Shorthair,9,Female,Healthy,Galle,2026-04-11,Released
541,Dog,Rottweiler,13,Male,Sick,Matara,2026-06-16,Released
542,Cat,British Shorthair,13,Male,Healthy,Jaffna,2026-06-25,Under Treatment
543,Cat,Siamese,7,Male,Sick,Colombo,2026-02-02,Pending
544,Cat,Domestic Short Hair,4,Female,Injured,Anuradhapura,2026-05-15,Rescued
545,Cat,British Shorthair,15,Male,Injured,Colombo,2026-03-02,Under Treatment
546,Cat,Mixed Breed,11,Female,Sick,Colombo,2026-04-16,Rescued
547,Cat,Siamese,9,Female,Injured,Negombo,2026-01-12,Under Treatment
548,Dog,Husky,14,Male,Sick,Galle,2026-04-24,Rescued
549,Cat,Persian,6,Female,Sick,Batticaloa,2026-02-05,Under Treatment
550,Dog,Rottweiler,9,Male,Sick,Galle,2026-04-21,Rescued
551,Dog,German Shepherd,11,Male,Injured,Negombo,2026-02-22,Released
552,Cat,British Shorthair,10,Male,Sick,Jaffna,2026-01-15,Released
553,Dog,Mixed Breed,15,Male,Healthy,Kurunegala,2026-04-01,Under Treatment
554,Dog,Rottweiler,12,Female,Injured,Kandy,2026-03-31,Pending
555,Cat,British Shorthair,4,Female,Healthy,Colombo,2026-02-03,Rescued
556,Cat,Siamese,11,Male,Critical,Batticaloa,2026-05-29,Rescued
557,Cat,Persian,12,Female,Healthy,Jaffna,2026-01-09,Released
558,Dog,Golden Retriever,4,Male,Sick,Matara,2026-03-22,Pending
559,Dog,Rottweiler,10,Male,Injured,Colombo,2026-03-23,Rescued
560,Dog,Labrador,14,Female,Healthy,Anuradhapura,2026-01-31,Released
561,Dog,Golden Retriever,12,Female,Sick,Kurunegala,2026-05-01,Released
562,Dog,Mixed Breed,5,Male,Healthy,Ratnapura,2026-05-02,Released
563,Dog,Beagle,11,Male,Injured,Matara,2026-02-17,Pending
564,Cat,Domestic Short Hair,8,Male,Healthy,Galle,2026-05-04,Released
565,Cat,Domestic Short Hair,6,Female,Healthy,Batticaloa,2026-06-23,Under Treatment
566,Dog,Mixed Breed,13,Female,Sick,Negombo,2026-03-07,Released
567,Cat,British Shorthair,5,Female,Critical,Matara,2026-03-10,Released
568,Dog,Beagle,15,Male,Healthy,Kandy,2026-06-25,Under Treatment
569,Dog,German Shepherd,2,Female,Healthy,Negombo,2026-01-30,Pending
570,Cat,Domestic Short Hair,15,Female,Injured,Negombo,2026-01-30,Released
571,Cat,British Shorthair,6,Female,Critical,Galle,2026-03-11,Rescued
572,Dog,German Shepherd,6,Male,Injured,Matara,2026-04-15,Under Treatment
573,Cat,Siamese,13,Male,Critical,Kandy,2026-05-22,Under Treatment
574,Dog,Golden Retriever,5,Female,Sick,Matara,2026-01-29,Rescued
575,Dog,German Shepherd,12,Male,Critical,Negombo,2026-06-06,Released
576,Cat,Domestic Short Hair,7,Female,Injured,Negombo,2026-02-26,Under Treatment
577,Dog,Beagle,7,Female,Sick,Matara,2026-02-12,Pending
578,Cat,British Shorthair,6,Male,Injured,Anuradhapura,2026-04-23,Pending
579,Cat,Mixed Breed,8,Male,Sick,Galle,2026-06-01,Under Treatment
580,Dog,Golden Retriever,1,Male,Healthy,Negombo,2026-05-16,Under Treatment
581,Dog,Husky,1,Male,Healthy,Kandy,2026-04-21,Rescued
582,Dog,German Shepherd,5,Female,Sick,Kandy,2026-02-27,Under Treatment
583,Cat,Mixed Breed,8,Male,Injured,Batticaloa,2026-04-05,Under Treatment
584,Cat,Mixed Breed,15,Female,Sick,Batticaloa,2026-02-16,Pending
585,Dog,German Shepherd,7,Male,Critical,Kandy,2026-05-08,Under Treatment
586,Dog,Rottweiler,1,Male,Healthy,Galle,2026-04-30,Under Treatment
587,Dog,Mixed Breed,4,Female,Critical,Matara,2026-06-19,Pending
588,Cat,Siamese,8,Female,Injured,Negombo,2026-02-28,Under Treatment
589,Cat,Domestic Short Hair,3,Female,Critical,Kandy,2026-04-12,Under Treatment
590,Cat,British Shorthair,5,Female,Healthy,Kurunegala,2026-01-15,Rescued
591,Dog,Husky,9,Female,Critical,Kandy,2026-05-08,Released
592,Dog,Labrador,1,Female,Healthy,Kurunegala,2026-05-20,Rescued
593,Dog,Golden Retriever,14,Female,Sick,Kandy,2026-05-31,Pending
594,Dog,Husky,13,Female,Sick,Negombo,2026-01-31,Released
595,Dog,German Shepherd,11,Male,Critical,Ratnapura,2026-04-22,Pending
596,Dog,Mixed Breed,2,Female,Critical,Batticaloa,2026-03-27,Pending
597,Dog,Golden Retriever,3,Male,Sick,Negombo,2026-03-16,Rescued
598,Cat,Siamese,14,Male,Sick,Kandy,2026-05-25,Pending
599,Cat,Domestic Short Hair,5,Female,Injured,Matara,2026-04-04,Pending
600,Cat,Mixed Breed,12,Female,Critical,Ratnapura,2026-04-29,Rescued
601,Dog,Labrador,8,Female,Sick,Anuradhapura,2026-04-18,Rescued
602,Dog,Beagle,1,Female,Healthy,Kurunegala,2026-03-17,Pending
603,Dog,Husky,14,Female,Sick,Negombo,2026-05-11,Under Treatment
604,Dog,Rottweiler,15,Male,Sick,Kurunegala,2026-03-08,Under Treatment
605,Dog,Beagle,13,Male,Healthy,Jaffna,2026-06-13,Released
606,Cat,British Shorthair,15,Male,Critical,Kurunegala,2026-02-10,Released
607,Dog,Husky,10,Male,Injured,Jaffna,2026-02-17,Pending
608,Cat,Domestic Short Hair,9,Male,Sick,Kandy,2026-03-08,Under Treatment
609,Cat,Persian,15,Male,Sick,Galle,2026-04-02,Under Treatment
610,Cat,Domestic Short Hair,13,Female,Sick,Matara,2026-06-27,Under Treatment
611,Dog,Golden Retriever,2,Male,Healthy,Jaffna,2026-06-17,Pending
612,Dog,Beagle,13,Female,Healthy,Jaffna,2026-05-04,Under Treatment
613,Cat,Persian,11,Female,Injured,Anuradhapura,2026-01-01,Under Treatment
614,Cat,Persian,5,Male,Sick,Kandy,2026-01-14,Under Treatment
615,Dog,Rottweiler,11,Male,Sick,Colombo,2026-01-06,Under Treatment
616,Dog,Beagle,3,Female,Sick,Jaffna,2026-05-28,Released
617,Dog,Rottweiler,12,Male,Critical,Batticaloa,2026-01-21,Rescued
618,Dog,Beagle,2,Male,Injured,Kurunegala,2026-03-19,Under Treatment
619,Dog,Beagle,1,Female,Healthy,Matara,2026-02-08,Rescued
620,Cat,Persian,13,Male,Sick,Kandy,2026-06-15,Rescued
621,Cat,Persian,13,Female,Injured,Galle,2026-04-04,Rescued
622,Dog,Mixed Breed,15,Male,Critical,Anuradhapura,2026-06-22,Under Treatment
623,Cat,Persian,15,Female,Critical,Anuradhapura,2026-02-26,Under Treatment
624,Dog,Labrador,1,Female,Sick,Galle,2026-02-26,Released
625,Cat,Domestic Short Hair,5,Female,Sick,Anuradhapura,2026-03-09,Pending
626,Dog,Husky,3,Female,Injured,Ratnapura,2026-02-07,Rescued
627,Dog,Rottweiler,14,Male,Injured,Colombo,2026-04-24,Released
628,Dog,German Shepherd,2,Female,Sick,Galle,2026-03-28,Pending
629,Cat,Persian,4,Female,Injured,Kurunegala,2026-05-09,Pending
630,Cat,British Shorthair,1,Male,Healthy,Colombo,2026-06-17,Released
631,Dog,Rottweiler,5,Male,Healthy,Colombo,2026-03-15,Under Treatment
632,Cat,British Shorthair,5,Female,Sick,Batticaloa,2026-02-12,Released
633,Cat,Domestic Short Hair,12,Male,Sick,Jaffna,2026-05-29,Rescued
634,Cat,Siamese,13,Male,Injured,Batticaloa,2026-02-17,Pending
635,Cat,Persian,2,Male,Critical,Galle,2026-06-07,Pending
636,Dog,Golden Retriever,5,Male,Injured,Kurunegala,2026-02-26,Under Treatment
637,Dog,Beagle,5,Male,Injured,Ratnapura,2026-02-02,Under Treatment
638,Cat,Domestic Short Hair,1,Male,Injured,Galle,2026-04-10,Rescued
639,Dog,Husky,7,Male,Sick,Matara,2026-02-12,Rescued
640,Cat,Persian,13,Male,Healthy,Kandy,2026-05-09,Under Treatment
641,Cat,Domestic Short Hair,7,Female,Critical,Ratnapura,2026-03-15,Pending
642,Dog,Mixed Breed,15,Female,Critical,Anuradhapura,2026-03-14,Pending
643,Cat,Siamese,1,Female,Healthy,Ratnapura,2026-01-30,Released
644,Cat,Mixed Breed,9,Male,Critical,Galle,2026-06-16,Rescued
645,Dog,Mixed Breed,2,Male,Sick,Batticaloa,2026-06-19,Rescued
646,Dog,Husky,14,Female,Injured,Kurunegala,2026-04-05,Released
647,Dog,Husky,4,Male,Injured,Matara,2026-03-01,Released
648,Cat,Domestic Short Hair,1,Female,Injured,Galle,2026-06-22,Pending
649,Cat,Siamese,2,Female,Sick,Colombo,2026-06-19,Under Treatment
650,Cat,Mixed Breed,12,Male,Sick,Kurunegala,2026-01-14,Pending
651,Cat,Persian,5,Male,Healthy,Colombo,2026-01-06,Rescued
652,Dog,Golden Retriever,9,Male,Sick,Kurunegala,2026-01-06,Under Treatment
653,Dog,Labrador,13,Male,Injured,Kurunegala,2026-01-20,Under Treatment
654,Cat,Persian,8,Female,Healthy,Ratnapura,2026-04-17,Released
655,Cat,Siamese,7,Male,Injured,Ratnapura,2026-06-19,Released
656,Cat,Domestic Short Hair,15,Male,Sick,Matara,2026-06-29,Rescued
657,Cat,Mixed Breed,12,Male,Injured,Batticaloa,2026-02-28,Rescued
658,Cat,Mixed Breed,5,Male,Sick,Negombo,2026-02-11,Under Treatment
659,Dog,Golden Retriever,3,Female,Sick,Negombo,2026-02-20,Released
660,Cat,British Shorthair,9,Female,Sick,Kandy,2026-02-17,Released
661,Dog,Golden Retriever,2,Female,Sick,Ratnapura,2026-03-20,Under Treatment
662,Dog,German Shepherd,14,Female,Critical,Batticaloa,2026-05-29,Pending
663,Dog,Mixed Breed,9,Female,Healthy,Batticaloa,2026-05-09,Pending
664,Dog,Husky,10,Male,Healthy,Kandy,2026-03-13,Pending
665,Dog,German Shepherd,8,Male,Critical,Batticaloa,2026-06-25,Rescued
666,Cat,Persian,1,Male,Critical,Kandy,2026-06-07,Rescued
667,Dog,Labrador,10,Female,Critical,Ratnapura,2026-05-14,Pending
668,Cat,Mixed Breed,12,Male,Healthy,Jaffna,2026-06-24,Rescued
669,Cat,Siamese,13,Female,Critical,Kurunegala,2026-01-30,Under Treatment
670,Cat,Mixed Breed,6,Male,Critical,Jaffna,2026-05-29,Under Treatment
671,Dog,Husky,3,Male,Sick,Matara,2026-02-03,Pending
672,Dog,Golden Retriever,7,Male,Injured,Jaffna,2026-04-30,Under Treatment
673,Dog,Rottweiler,10,Male,Critical,Colombo,2026-05-23,Pending
674,Cat,British Shorthair,10,Female,Healthy,Ratnapura,2026-06-15,Pending
675,Dog,Labrador,11,Female,Critical,Colombo,2026-05-20,Released
676,Cat,Domestic Short Hair,13,Male,Healthy,Negombo,2026-01-18,Rescued
677,Cat,Mixed Breed,5,Female,Healthy,Colombo,2026-03-28,Rescued
678,Cat,Siamese,7,Female,Injured,Galle,2026-06-22,Rescued
679,Cat,Mixed Breed,3,Female,Sick,Galle,2026-06-22,Rescued
680,Cat,Siamese,9,Female,Critical,Galle,2026-06-13,Pending
681,Dog,Husky,13,Male,Healthy,Kurunegala,2026-05-29,Rescued
682,Dog,Rottweiler,5,Female,Healthy,Jaffna,2026-01-24,Released
683,Dog,Husky,12,Male,Critical,Jaffna,2026-01-01,Pending
684,Dog,Labrador,8,Male,Injured,Colombo,2026-01-15,Under Treatment
685,Cat,British Shorthair,8,Male,Critical,Anuradhapura,2026-03-14,Rescued
686,Cat,Persian,14,Male,Critical,Ratnapura,2026-03-29,Pending
687,Cat,British Shorthair,12,Male,Injured,Colombo,2026-04-09,Rescued
688,Dog,Mixed Breed,11,Male,Sick,Anuradhapura,2026-05-30,Released
689,Dog,German Shepherd,11,Female,Healthy,Matara,2026-04-22,Under Treatment
690,Dog,German Shepherd,9,Female,Sick,Jaffna,2026-05-21,Released
691,Cat,Domestic Short Hair,10,Female,Healthy,Colombo,2026-01-24,Released
692,Dog,Rottweiler,3,Female,Injured,Jaffna,2026-06-26,Under Treatment
693,Dog,Golden Retriever,13,Male,Sick,Batticaloa,2026-04-24,Rescued
694,Dog,Labrador,10,Male,Sick,Batticaloa,2026-01-24,Pending
695,Dog,Beagle,12,Female,Sick,Kandy,2026-01-15,Released
696,Dog,Labrador,14,Female,Sick,Kandy,2026-04-16,Released
697,Cat,Mixed Breed,13,Female,Healthy,Ratnapura,2026-05-08,Pending
698,Cat,Persian,2,Female,Critical,Anuradhapura,2026-06-08,Under Treatment
699,Dog,Husky,7,Female,Sick,Galle,2026-04-05,Released
700,Cat,Siamese,4,Female,Sick,Kurunegala,2026-06-07,Under Treatment
701,Cat,British Shorthair,4,Male,Critical,Jaffna,2026-02-04,Pending
702,Cat,Siamese,14,Female,Sick,Kandy,2026-03-08,Rescued
703,Cat,Persian,3,Male,Critical,Ratnapura,2026-01-03,Released
704,Dog,Labrador,8,Female,Injured,Ratnapura,2026-01-03,Pending
705,Cat,Domestic Short Hair,2,Male,Sick,Jaffna,2026-06-04,Released
